user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,target_item_id,top_0_recommendation,top_1_recommendation,top_2_recommendation,top_3_recommendation,top_4_recommendation
1287,2,cheese,pos,beef,neg,False,cheesecake,6.0,100 (0),109 (1),567 (2),161 (3),20 (4)
1287,3,wait,pos,dinner,neg,False,cheesecake,6.0,109 (1),161 (3),100 (0),291 (16),24 (8)
1287,4,mall,neg,sour,neg,True,cheesecake,6.0,161 (3),100 (0),109 (1),20 (4),32 (21)
1287,5,cake,pos,chocolate,neg,False,cheesecake,6.0,161 (3),100 (0),109 (1),20 (4),32 (21)
848,1,mayo,pos,plaza,neg,False,fry,3.0,3 (0),13 (1),176 (2),31 (3),336 (4)
848,2,pork belly,pos,fried,pos,True,fry,3.0,3 (0),13 (1),176 (2),102 (19),31 (3)
848,3,sausage,pos,bacon,neg,False,fry,3.0,169 (12),150 (40),102 (19),303 (54),176 (2)
848,4,burger,pos,coffee,neg,False,fry,3.0,303 (54),169 (12),60 (9),150 (40),102 (19)
848,5,belly,pos,belly,pos,True,pork,3.0,13 (1),184 (36),176 (2),135 (140),3 (0)
550,1,modern,pos,solid,pos,True,oyster,22.0,100 (0),79 (1),109 (2),32 (3),165 (4)
550,2,shrimp,pos,curry,neg,False,oyster,22.0,100 (0),79 (1),109 (2),32 (3),165 (4)
550,3,sashimi,pos,salmon,pos,True,oyster,22.0,100 (0),79 (1),109 (2),153 (6),117 (5)
550,4,calamari,neg,attentive,pos,False,oyster,22.0,100 (0),79 (1),109 (2),153 (6),117 (5)
550,5,fresh,pos,chicken,pos,True,oyster,22.0,100 (0),79 (1),109 (2),153 (6),117 (5)
6611,1,quick,pos,curry,neg,False,thai,155.0,0 (0),1 (1),2 (2),4 (3),6 (4)
6611,2,casual,neg,solid,pos,False,thai,155.0,0 (0),1 (1),4 (3),2 (2),8 (6)
6611,3,spicy,neg,soup,neg,True,thai,155.0,0 (0),1 (1),4 (3),2 (2),8 (6)
6611,4,busy,pos,fry,neg,False,thai,155.0,0 (0),1 (1),4 (3),2 (2),8 (6)
6611,5,reasonable,neg,reasonable,neg,True,thai,155.0,0 (0),4 (3),1 (1),2 (2),5 (7)
304,1,tempura,neg,japanese,neg,True,sushi,191.0,197 (0),931 (1),497 (2),817 (3),64 (4)
304,2,pricey,neg,vegan,pos,False,sushi,191.0,197 (0),931 (1),817 (3),497 (2),64 (4)
304,3,fish,neg,egg,neg,True,sushi,191.0,197 (0),931 (1),817 (3),497 (2),64 (4)
304,4,expensive,neg,parking,pos,False,sushi,191.0,197 (0),931 (1),817 (3),64 (4),497 (2)
304,5,modern,neg,solid,neg,True,sushi,191.0,931 (1),197 (0),817 (3),64 (4),497 (2)
4277,1,quick,neg,curry,neg,True,ramen,90.0,46 (0),39 (1),19 (2),0 (3),30 (4)
4277,2,salt,neg,tax,pos,False,ramen,90.0,46 (0),39 (1),0 (3),15 (5),40 (6)
4277,3,spicy,pos,soup,pos,True,ramen,90.0,46 (0),39 (1),15 (5),0 (3),40 (6)
4277,4,egg,pos,dessert,pos,True,ramen,90.0,39 (1),46 (0),20 (7),15 (5),40 (6)
4277,5,miso,pos,sashimi,pos,True,ramen,90.0,46 (0),39 (1),378 (10),70 (14),117 (12)
817,1,pasta,neg,pizza,neg,True,cheesecake,470.0,304 (0),278 (1),293 (2),23 (3),75 (4)
817,2,cheese,pos,beef,neg,False,cheesecake,470.0,304 (0),293 (2),278 (1),23 (3),75 (4)
817,3,wait,neg,dinner,neg,True,cheesecake,470.0,304 (0),75 (4),396 (9),23 (3),32 (21)
817,4,mall,neg,sour,neg,True,cheesecake,470.0,304 (0),75 (4),396 (9),23 (3),32 (21)
817,5,store,neg,ice cream,neg,True,cheesecake,470.0,304 (0),396 (9),75 (4),23 (3),32 (21)
1757,1,coffee,neg,sandwich,pos,False,brunch,40.0,65 (0),46 (1),90 (2),32 (3),474 (4)
1757,2,avocado,pos,avocado,neg,False,egg,40.0,65 (0),46 (1),90 (2),32 (3),70 (5)
1757,3,potato,pos,brunch,pos,True,egg,40.0,102 (94),65 (0),40 (9),32 (3),90 (2)
1757,4,ramen,neg,sashimi,neg,True,egg,40.0,75 (192),32 (3),40 (9),349 (400),10 (79)
1757,5,wait,pos,dinner,neg,False,egg,40.0,75 (192),349 (400),32 (3),34 (21),10 (79)
835,1,vietnamese,neg,pork,neg,True,tea,159.0,95 (0),20 (1),100 (2),32 (3),122 (4)
835,2,bubble,neg,fruit,neg,True,tea,159.0,95 (0),20 (1),61 (7),122 (4),58 (5)
835,3,gelato,neg,sesame,neg,True,tea,159.0,95 (0),20 (1),61 (7),32 (3),122 (4)
835,4,green tea,neg,green tea,neg,True,tea,159.0,95 (0),61 (7),20 (1),122 (4),397 (8)
835,5,shrimp,neg,curry,neg,True,thai,159.0,61 (7),95 (0),122 (4),20 (1),397 (8)
3005,1,beef,pos,salad,neg,False,corn,32.0,134 (0),38 (1),639 (2),19 (3),0 (4)
3005,2,lettuce,neg,tax,neg,True,corn,32.0,134 (0),20 (7),639 (2),38 (1),311 (23)
3005,3,deep fried,pos,booth,neg,False,corn,32.0,134 (0),20 (7),639 (2),38 (1),311 (23)
3005,4,baked,pos,steak,neg,False,corn,32.0,134 (0),19 (3),639 (2),311 (23),20 (7)
3005,5,tempura,pos,tempura,neg,False,corn,32.0,134 (0),19 (3),311 (23),639 (2),20 (7)
279,1,tempura,neg,japanese,pos,False,sushi,72.0,201 (0),42 (1),272 (2),20 (3),112 (4)
279,2,pricey,neg,vegan,neg,True,sushi,72.0,201 (0),272 (2),42 (1),112 (4),264 (5)
279,3,modern,neg,solid,neg,True,sushi,72.0,201 (0),272 (2),42 (1),112 (4),264 (5)
279,4,fresh,pos,chicken,neg,False,sushi,72.0,201 (0),272 (2),42 (1),112 (4),264 (5)
279,5,fish,pos,egg,neg,False,sushi,72.0,201 (0),272 (2),518 (9),42 (1),400 (10)
3352,1,quick,neg,curry,neg,True,thai,324.0,950 (0),40 (1),811 (2),568 (3),193 (4)
3352,2,yummy,neg,chair,neg,True,thai,324.0,950 (0),40 (1),568 (3),811 (2),193 (4)
3352,3,downtown,neg,expensive,neg,True,thai,324.0,950 (0),40 (1),568 (3),811 (2),193 (4)
3352,4,busy,neg,fry,neg,True,thai,324.0,950 (0),40 (1),193 (4),568 (3),811 (2)
3352,5,reasonable,neg,patty,neg,True,thai,324.0,950 (0),40 (1),568 (3),193 (4),811 (2)
5710,1,quick,neg,curry,neg,True,thai,98.0,0 (0),6 (1),9 (2),19 (3),2 (4)
5710,2,yummy,neg,chair,neg,True,thai,98.0,0 (0),6 (1),9 (2),2 (4),19 (3)
5710,3,downtown,neg,expensive,neg,True,thai,98.0,0 (0),6 (1),9 (2),2 (4),19 (3)
5710,4,busy,neg,fry,pos,False,thai,98.0,0 (0),9 (2),6 (1),2 (4),1 (5)
5710,5,reasonable,neg,patty,neg,True,thai,98.0,0 (0),9 (2),6 (1),2 (4),1 (5)
2604,1,coffee,neg,sandwich,pos,False,brunch,14.0,82 (0),40 (1),0 (2),77 (3),116 (4)
2604,2,breakfast,neg,beer,neg,True,brunch,14.0,82 (0),40 (1),0 (2),77 (3),116 (4)
2604,3,wait,pos,dinner,pos,True,brunch,14.0,82 (0),40 (1),77 (3),0 (2),116 (4)
2604,4,pancake,neg,egg,pos,False,brunch,14.0,82 (0),15 (6),40 (1),20 (5),83 (7)
2604,5,egg,pos,dessert,pos,True,brunch,14.0,82 (0),15 (6),77 (3),20 (5),40 (1)
2665,1,quick,neg,curry,neg,True,thai,58.0,30 (0),8 (1),0 (2),9 (3),314 (4)
2665,2,yummy,pos,chair,pos,True,thai,58.0,30 (0),8 (1),0 (2),9 (3),314 (4)
2665,3,downtown,neg,expensive,neg,True,thai,58.0,30 (0),8 (1),0 (2),9 (3),314 (4)
2665,4,busy,neg,fry,pos,False,thai,58.0,30 (0),8 (1),9 (3),0 (2),1 (8)
2665,5,reasonable,neg,patty,neg,True,thai,58.0,30 (0),8 (1),0 (2),9 (3),1 (8)
1196,1,tempura,neg,japanese,neg,True,sushi,112.0,15 (0),27 (1),39 (2),40 (3),363 (4)
1196,2,pricey,pos,vegan,pos,True,sushi,112.0,15 (0),27 (1),39 (2),40 (3),281 (6)
1196,3,expensive,neg,parking,pos,False,sushi,112.0,27 (1),183 (1094),99 (801),0 (18),299 (932)
1196,4,modern,neg,solid,neg,True,sushi,112.0,27 (1),183 (1094),99 (801),837 (1452),0 (18)
1196,5,salmon,pos,sushi,pos,True,sushi,112.0,27 (1),183 (1094),99 (801),837 (1452),0 (18)
6700,1,spicy,pos,soup,neg,False,taco,2.0,0 (0),1 (1),5 (2),4 (3),2 (4)
6700,2,octopus,pos,pizza,pos,True,taco,2.0,0 (0),5 (2),1 (1),4 (3),2 (4)
6700,3,sour,neg,gravy,neg,True,taco,2.0,0 (0),5 (2),1 (1),2 (4),4 (3)
6700,4,market,pos,espresso,neg,False,taco,2.0,0 (0),5 (2),1 (1),2 (4),4 (3)
6700,5,shrimp,neg,curry,pos,False,taco,2.0,0 (0),5 (2),2 (4),1 (1),4 (3)
400,1,vietnamese,neg,pork,neg,True,tea,114.0,22 (0),16 (1),35 (2),27 (3),110 (4)
400,2,crispy,pos,fast,neg,False,chicken,114.0,22 (0),16 (1),35 (2),27 (3),110 (4)
400,3,scallop,pos,lobster,neg,False,salmon,114.0,323 (13),16 (1),22 (0),27 (3),220 (38)
400,4,spicy,pos,soup,pos,True,chicken,114.0,323 (13),16 (1),22 (0),27 (3),220 (38)
400,5,milk tea,neg,mango,pos,False,tea,114.0,27 (3),451 (5),22 (0),16 (1),102 (12)
3968,1,tempura,neg,japanese,neg,True,sushi,191.0,0 (0),38 (1),4 (2),42 (3),22 (4)
3968,2,quick,neg,curry,neg,True,thai,191.0,0 (0),38 (1),4 (2),42 (3),22 (4)
3968,3,modern,neg,solid,pos,False,sushi,191.0,0 (0),38 (1),4 (2),42 (3),22 (4)
3968,4,fresh,pos,chicken,neg,False,sushi,191.0,0 (0),38 (1),4 (2),42 (3),22 (4)
3968,5,salmon,pos,sushi,pos,True,sushi,191.0,38 (1),42 (3),0 (0),20 (6),65 (13)
3117,1,quick,pos,curry,neg,False,ramen,8.0,16 (0),219 (1),102 (2),2 (3),0 (4)
3117,2,salt,pos,tax,neg,False,ramen,8.0,2 (3),37 (33),4 (11),11 (10),219 (1)
3117,3,soup,pos,fried,neg,False,ramen,8.0,8 (18),2 (3),37 (33),11 (10),102 (2)
3117,4,spicy,pos,spicy,pos,True,ramen,8.0,8 (18),37 (33),102 (2),11 (10),2 (3)
3117,5,belly,neg,belly,neg,True,ramen,8.0,8 (18),102 (2),37 (33),219 (1),11 (10)
1980,1,quick,neg,curry,pos,False,thai,41.0,266 (0),1 (1),2 (2),0 (3),41 (4)
1980,2,casual,neg,solid,neg,True,thai,41.0,266 (0),1 (1),2 (2),0 (3),41 (4)
1980,3,yummy,neg,chair,neg,True,thai,41.0,266 (0),1 (1),2 (2),0 (3),41 (4)
1980,4,reasonable,pos,patty,pos,True,thai,41.0,266 (0),1 (1),2 (2),0 (3),41 (4)
1980,5,downtown,neg,expensive,neg,True,thai,41.0,266 (0),1 (1),2 (2),13 (6),91 (8)
1047,1,coffee,pos,sandwich,neg,False,brunch,14.0,59 (0),85 (1),31 (2),2 (3),251 (4)
1047,2,breakfast,neg,beer,neg,True,brunch,14.0,964 (28),251 (4),386 (62),299 (45),31 (2)
1047,3,wait,pos,dinner,pos,True,brunch,14.0,964 (28),251 (4),386 (62),299 (45),31 (2)
1047,4,pancake,neg,egg,pos,False,brunch,14.0,68 (71),41 (52),207 (123),85 (1),45 (48)
1047,5,egg,pos,dessert,neg,False,brunch,14.0,68 (71),41 (52),207 (123),85 (1),302 (21)
5153,1,wait,pos,dinner,neg,False,soup,205.0,77 (0),0 (1),40 (2),260 (3),38 (4)
5153,2,spicy,pos,soup,pos,True,soup,205.0,20 (7),40 (2),77 (0),38 (4),70 (16)
5153,3,egg,neg,dessert,pos,False,noodle,205.0,70 (16),20 (7),100 (32),77 (0),40 (2)
5153,4,miso,neg,sashimi,neg,True,noodle,205.0,70 (16),20 (7),100 (32),77 (0),40 (2)
5153,5,lunch,neg,beef,neg,True,noodle,205.0,70 (16),100 (32),20 (7),98 (31),40 (2)
3110,1,brunch,neg,burger,neg,True,waffle,42.0,31 (0),278 (1),6 (2),0 (3),9 (4)
3110,2,cookie,neg,market,neg,True,waffle,42.0,31 (0),278 (1),6 (2),9 (4),0 (3)
3110,3,creamy,pos,cone,neg,False,waffle,42.0,31 (0),278 (1),0 (3),6 (2),9 (4)
3110,4,plaza,neg,booth,pos,False,waffle,42.0,31 (0),278 (1),5 (5),9 (4),0 (3)
3110,5,ice cream,pos,cake,pos,True,waffle,42.0,31 (0),278 (1),9 (4),5 (5),0 (3)
1135,1,quick,neg,curry,neg,True,thai,47.0,522 (0),51 (1),47 (2),381 (3),111 (4)
1135,2,yummy,pos,chair,pos,True,thai,47.0,522 (0),51 (1),47 (2),381 (3),111 (4)
1135,3,downtown,neg,expensive,neg,True,thai,47.0,522 (0),51 (1),47 (2),381 (3),111 (4)
1135,4,busy,neg,fry,neg,True,thai,47.0,522 (0),51 (1),47 (2),381 (3),111 (4)
1135,5,reasonable,pos,patty,pos,True,thai,47.0,522 (0),51 (1),47 (2),381 (3),111 (4)
3564,1,quick,neg,curry,neg,True,ramen,34.0,0 (0),1 (1),14 (2),3 (3),2 (4)
3564,2,salt,neg,tax,neg,True,ramen,34.0,0 (0),1 (1),14 (2),3 (3),2 (4)
3564,3,egg,neg,dessert,pos,False,ramen,34.0,0 (0),1 (1),14 (2),3 (3),2 (4)
3564,4,pork,pos,spicy,pos,True,ramen,34.0,0 (0),1 (1),14 (2),3 (3),2 (4)
3564,5,noodle,pos,pork,pos,True,ramen,34.0,0 (0),1 (1),63 (10),31 (22),14 (2)
5027,1,coffee,pos,sandwich,neg,False,brunch,36.0,0 (0),3 (1),6 (2),48 (3),2 (4)
5027,2,breakfast,pos,beer,neg,False,brunch,36.0,0 (0),3 (1),6 (2),130 (8),48 (3)
5027,3,french,neg,french,neg,True,brunch,36.0,0 (0),3 (1),6 (2),130 (8),48 (3)
5027,4,bacon,pos,sausage,neg,False,brunch,36.0,0 (0),3 (1),6 (2),130 (8),2 (4)
5027,5,friendly,pos,friendly,pos,True,egg,36.0,0 (0),3 (1),6 (2),130 (8),48 (3)
551,1,quick,neg,curry,pos,False,ramen,71.0,120 (0),193 (1),203 (2),210 (3),27 (4)
551,2,salt,pos,tax,pos,True,ramen,71.0,120 (0),193 (1),203 (2),210 (3),27 (4)
551,3,egg,pos,dessert,neg,False,ramen,71.0,120 (0),193 (1),203 (2),210 (3),27 (4)
551,4,pork,pos,spicy,pos,True,ramen,71.0,27 (4),203 (2),120 (0),9 (12),193 (1)
551,5,miso,pos,sashimi,neg,False,ramen,71.0,27 (4),203 (2),146 (16),120 (0),9 (12)
1636,1,quick,neg,curry,neg,True,thai,129.0,0 (0),388 (1),975 (2),2 (3),16 (4)
1636,2,yummy,neg,chair,neg,True,thai,129.0,0 (0),388 (1),975 (2),2 (3),16 (4)
1636,3,downtown,neg,expensive,neg,True,thai,129.0,0 (0),388 (1),975 (2),2 (3),16 (4)
1636,4,busy,neg,fry,neg,True,thai,129.0,0 (0),388 (1),975 (2),2 (3),79 (5)
1636,5,reasonable,neg,patty,neg,True,thai,129.0,0 (0),388 (1),975 (2),79 (5),2 (3)
2619,1,chicken,pos,friendly,neg,False,beef,215.0,117 (0),215 (1),233 (2),161 (3),90 (4)
2619,2,oyster,neg,lobster,neg,True,fresh,215.0,117 (0),463 (8),161 (3),457 (63),295 (40)
2619,3,beef,pos,salad,neg,False,noodle,215.0,117 (0),463 (8),161 (3),457 (63),96 (19)
2619,4,sushi,neg,lunch,neg,True,fresh,215.0,117 (0),161 (3),215 (1),457 (63),463 (8)
2619,5,japanese,neg,sashimi,neg,True,fresh,215.0,117 (0),161 (3),215 (1),457 (63),463 (8)
91,1,quick,neg,curry,neg,True,ramen,198.0,27 (0),98 (1),922 (2),107 (3),404 (4)
91,2,salt,neg,tax,neg,True,ramen,198.0,27 (0),98 (1),922 (2),107 (3),404 (4)
91,3,egg,pos,dessert,neg,False,ramen,198.0,27 (0),98 (1),922 (2),107 (3),404 (4)
91,4,pork,pos,spicy,pos,True,ramen,198.0,27 (0),922 (2),98 (1),404 (4),15 (5)
91,5,noodle,pos,pork,pos,True,ramen,198.0,27 (0),100 (38),198 (18),922 (2),98 (1)
19,1,soup,pos,fried,pos,True,lobster,19.0,930 (0),1099 (1),235 (2),116 (3),198 (4)
19,2,steamed,pos,chinese,pos,True,lobster,19.0,1099 (1),235 (2),930 (0),116 (3),198 (4)
19,3,fish,pos,egg,neg,False,lobster,19.0,235 (2),116 (3),930 (0),1099 (1),198 (4)
19,4,dinner,pos,fresh,pos,True,lobster,19.0,235 (2),198 (4),116 (3),20 (7),940 (9)
19,5,steamed,pos,steamed,pos,True,lobster,19.0,116 (3),198 (4),20 (7),235 (2),197 (27)
2691,1,quick,pos,curry,pos,True,thai,0.0,0 (0),2 (1),4 (2),6 (3),5 (4)
2691,2,yummy,pos,chair,neg,False,thai,0.0,2 (1),4 (2),0 (0),6 (3),302 (6)
2691,3,wait,pos,dinner,pos,True,thai,0.0,0 (0),2 (1),4 (2),6 (3),1 (5)
2691,4,downtown,pos,expensive,neg,False,thai,0.0,227 (12),0 (0),2 (1),4 (2),302 (6)
2691,5,busy,pos,fry,neg,False,thai,0.0,227 (12),0 (0),2 (1),4 (2),5 (4)
897,1,quick,neg,curry,neg,True,ramen,328.0,96 (0),233 (1),39 (2),298 (3),507 (4)
897,2,salt,neg,tax,neg,True,ramen,328.0,233 (1),96 (0),298 (3),39 (2),507 (4)
897,3,egg,neg,dessert,pos,False,ramen,328.0,233 (1),96 (0),298 (3),39 (2),507 (4)
897,4,pork,pos,spicy,pos,True,ramen,328.0,233 (1),96 (0),39 (2),298 (3),507 (4)
897,5,noodle,pos,pork,neg,False,ramen,328.0,233 (1),96 (0),311 (30),71 (6),301 (50)
5111,1,beef,neg,salad,pos,False,wait,55.0,1 (0),2 (1),5 (2),9 (3),6 (4)
5111,2,spicy,neg,soup,neg,True,wait,55.0,1 (0),2 (1),5 (2),6 (4),9 (3)
5111,3,thai,neg,fast,neg,True,wait,55.0,1 (0),2 (1),5 (2),7 (6),6 (4)
5111,4,friendly,neg,alcoholic beverage,neg,True,wait,55.0,1 (0),2 (1),5 (2),7 (6),6 (4)
5111,5,dinner,neg,fresh,neg,True,wait,55.0,1 (0),2 (1),5 (2),7 (6),6 (4)
2250,1,wine,neg,tomato,pos,False,steak,149.0,32 (0),531 (1),15 (2),49 (3),22 (4)
2250,2,dinner,pos,fresh,neg,False,steak,149.0,32 (0),531 (1),15 (2),49 (3),22 (4)
2250,3,rib,pos,dessert,neg,False,steak,149.0,32 (0),15 (2),22 (4),82 (10),110 (27)
2250,4,potato,neg,potato,pos,False,steak,149.0,32 (0),15 (2),22 (4),117 (44),82 (10)
2250,5,salad,neg,salad,neg,True,steak,149.0,32 (0),15 (2),117 (44),22 (4),82 (10)
6726,1,coffee,pos,sandwich,neg,False,brunch,14.0,0 (0),4 (1),1 (2),3 (3),2 (4)
6726,2,breakfast,neg,beer,neg,True,brunch,14.0,0 (0),4 (1),1 (2),3 (3),5 (5)
6726,3,wait,pos,dinner,pos,True,brunch,14.0,0 (0),4 (1),1 (2),3 (3),5 (5)
6726,4,pancake,neg,egg,neg,True,brunch,14.0,68 (75),0 (0),3 (3),7 (6),4 (1)
6726,5,potato,pos,brunch,pos,True,brunch,14.0,68 (75),0 (0),3 (3),7 (6),4 (1)
2595,1,tempura,pos,japanese,pos,True,sushi,20.0,342 (0),497 (1),39 (2),53 (3),465 (4)
2595,2,pricey,neg,vegan,neg,True,sushi,20.0,342 (0),497 (1),96 (5),39 (2),153 (6)
2595,3,expensive,pos,parking,neg,False,sushi,20.0,342 (0),497 (1),96 (5),39 (2),153 (6)
2595,4,modern,neg,solid,neg,True,sushi,20.0,16 (45),497 (1),39 (2),96 (5),359 (19)
2595,5,salmon,neg,sushi,pos,False,sushi,20.0,16 (45),497 (1),39 (2),96 (5),359 (19)
109,1,quick,neg,curry,pos,False,thai,0.0,335 (0),376 (1),260 (2),89 (3),786 (4)
109,2,casual,pos,solid,neg,False,thai,0.0,335 (0),376 (1),260 (2),89 (3),786 (4)
109,3,spicy,pos,soup,pos,True,thai,0.0,0 (64),485 (21),2 (13),12 (12),2320 (22)
109,4,busy,pos,fry,neg,False,thai,0.0,0 (64),260 (2),1057 (426),2 (13),2569 (227)
109,5,reasonable,pos,reasonable,pos,True,thai,0.0,0 (64),260 (2),1057 (426),485 (21),376 (1)
4092,1,quick,neg,curry,neg,True,thai,73.0,0 (0),1 (1),2 (2),4 (3),87 (4)
4092,2,yummy,neg,chair,neg,True,thai,73.0,0 (0),1 (1),2 (2),4 (3),87 (4)
4092,3,downtown,neg,expensive,neg,True,thai,73.0,0 (0),1 (1),2 (2),4 (3),87 (4)
4092,4,busy,neg,fry,pos,False,thai,73.0,0 (0),1 (1),2 (2),87 (4),4 (3)
4092,5,reasonable,pos,patty,pos,True,thai,73.0,0 (0),1 (1),2 (2),87 (4),4 (3)
165,1,tempura,neg,japanese,pos,False,sushi,16.0,219 (0),100 (1),301 (2),30 (3),117 (4)
165,2,pricey,pos,vegan,neg,False,sushi,16.0,219 (0),100 (1),301 (2),30 (3),91 (6)
165,3,expensive,neg,parking,pos,False,sushi,16.0,100 (1),219 (0),30 (3),58 (21),301 (2)
165,4,scallop,pos,scallop,pos,True,sushi,16.0,30 (3),219 (0),100 (1),58 (21),301 (2)
165,5,fish,pos,fish,pos,True,sushi,16.0,100 (1),219 (0),16 (80),30 (3),58 (21)
41,1,tempura,neg,japanese,neg,True,sushi,362.0,649 (0),27 (1),383 (2),65 (3),363 (4)
41,2,pricey,neg,vegan,neg,True,sushi,362.0,649 (0),383 (2),27 (1),65 (3),363 (4)
41,3,expensive,neg,parking,neg,True,sushi,362.0,649 (0),383 (2),27 (1),65 (3),363 (4)
41,4,modern,neg,solid,neg,True,sushi,362.0,383 (2),649 (0),27 (1),53 (7),65 (3)
41,5,salmon,neg,sushi,pos,False,sushi,362.0,383 (2),649 (0),27 (1),53 (7),65 (3)
247,1,mall,neg,sour,neg,True,pasta,25.0,275 (0),59 (1),3 (2),189 (3),4 (4)
247,2,tomato,neg,italian,pos,False,pasta,25.0,275 (0),59 (1),3 (2),189 (3),4 (4)
247,3,bread,pos,busy,neg,False,pasta,25.0,275 (0),59 (1),3 (2),4 (4),189 (3)
247,4,olive,pos,italian,pos,True,pasta,25.0,394 (5),59 (1),275 (0),189 (3),3 (2)
247,5,pizza,pos,pasta,pos,True,pasta,25.0,189 (3),394 (5),3 (2),237 (73),25 (53)
997,1,quick,pos,curry,pos,True,ramen,328.0,19 (0),120 (1),288 (2),511 (3),1 (4)
997,2,salt,pos,tax,neg,False,ramen,328.0,288 (2),120 (1),19 (0),1377 (24),122 (13)
997,3,spicy,neg,soup,pos,False,ramen,328.0,120 (1),19 (0),288 (2),8 (108),600 (240)
997,4,egg,neg,dessert,neg,True,ramen,328.0,120 (1),19 (0),8 (108),288 (2),600 (240)
997,5,miso,neg,sashimi,pos,False,ramen,328.0,120 (1),19 (0),8 (108),288 (2),600 (240)
328,1,gelato,neg,sesame,neg,True,ice cream,5.0,193 (0),143 (1),648 (2),13 (3),107 (4)
328,2,matcha,neg,milk,neg,True,ice cream,5.0,193 (0),143 (1),648 (2),13 (3),107 (4)
328,3,tea,pos,salad,neg,False,ice cream,5.0,193 (0),143 (1),13 (3),648 (2),107 (4)
328,4,green tea,neg,green tea,neg,True,ice cream,5.0,193 (0),648 (2),166 (10),274 (8),143 (1)
328,5,cookie,pos,market,neg,False,ice cream,5.0,193 (0),648 (2),143 (1),274 (8),166 (10)
5282,1,quick,pos,curry,pos,True,thai,207.0,0 (0),1 (1),3 (2),2 (3),7 (4)
5282,2,yummy,neg,chair,neg,True,thai,207.0,1 (1),2 (3),0 (0),3 (2),7 (4)
5282,3,downtown,neg,expensive,neg,True,thai,207.0,1 (1),2 (3),0 (0),3 (2),7 (4)
5282,4,busy,neg,fry,neg,True,thai,207.0,1 (1),2 (3),0 (0),3 (2),7 (4)
5282,5,reasonable,pos,patty,pos,True,thai,207.0,1 (1),2 (3),0 (0),3 (2),7 (4)
37,1,gelato,neg,sesame,neg,True,ice cream,140.0,206 (0),594 (1),401 (2),13 (3),354 (4)
37,2,matcha,neg,milk,neg,True,ice cream,140.0,206 (0),594 (1),401 (2),13 (3),354 (4)
37,3,tea,neg,salad,neg,True,ice cream,140.0,206 (0),594 (1),401 (2),13 (3),354 (4)
37,4,green tea,pos,green tea,pos,True,ice cream,140.0,206 (0),594 (1),401 (2),13 (3),354 (4)
37,5,cookie,pos,market,neg,False,ice cream,140.0,206 (0),594 (1),401 (2),71 (11),39 (9)
1804,1,waffle,neg,cone,pos,False,sandwich,93.0,103 (0),0 (1),247 (2),249 (3),31 (4)
1804,2,pork belly,neg,fried,neg,True,sandwich,93.0,103 (0),0 (1),247 (2),249 (3),31 (4)
1804,3,belly,neg,belly,neg,True,sandwich,93.0,103 (0),0 (1),247 (2),249 (3),31 (4)
1804,4,cookie,pos,market,neg,False,sandwich,93.0,103 (0),0 (1),247 (2),249 (3),239 (5)
1804,5,mayo,pos,plaza,neg,False,sandwich,93.0,140 (56),103 (0),0 (1),31 (4),247 (2)
893,1,tempura,neg,japanese,neg,True,sushi,197.0,42 (0),397 (1),328 (2),315 (3),74 (4)
893,2,pricey,neg,vegan,neg,True,sushi,197.0,42 (0),397 (1),328 (2),315 (3),74 (4)
893,3,expensive,neg,parking,neg,True,sushi,197.0,42 (0),397 (1),328 (2),315 (3),74 (4)
893,4,modern,neg,solid,neg,True,sushi,197.0,397 (1),42 (0),328 (2),315 (3),74 (4)
893,5,salmon,pos,sushi,pos,True,sushi,197.0,397 (1),42 (0),328 (2),315 (3),74 (4)
2019,1,quick,neg,curry,neg,True,thai,102.0,7 (0),0 (1),344 (2),31 (3),3 (4)
2019,2,yummy,neg,chair,neg,True,thai,102.0,7 (0),0 (1),344 (2),31 (3),3 (4)
2019,3,downtown,neg,expensive,neg,True,thai,102.0,7 (0),0 (1),344 (2),31 (3),3 (4)
2019,4,busy,neg,fry,neg,True,thai,102.0,7 (0),0 (1),344 (2),31 (3),3 (4)
2019,5,reasonable,neg,patty,neg,True,thai,102.0,7 (0),0 (1),344 (2),31 (3),3 (4)
470,1,mango,neg,matcha,neg,True,gelato,43.0,611 (0),245 (1),251 (2),64 (3),33 (4)
470,2,vietnamese,pos,pork,neg,False,gelato,43.0,611 (0),245 (1),251 (2),33 (4),64 (3)
470,3,tea,neg,salad,neg,True,gelato,43.0,35 (9),64 (3),245 (1),611 (0),251 (2)
470,4,milk,pos,chocolate,pos,True,gelato,43.0,35 (9),64 (3),611 (0),245 (1),251 (2)
470,5,asian,pos,sesame,pos,True,gelato,43.0,35 (9),64 (3),245 (1),611 (0),251 (2)
859,1,coffee,neg,sandwich,neg,True,brunch,133.0,46 (0),32 (1),117 (2),0 (3),134 (4)
859,2,breakfast,pos,beer,pos,True,brunch,133.0,46 (0),32 (1),117 (2),134 (4),0 (3)
859,3,pork,neg,spicy,neg,True,chicken,133.0,0 (3),75 (34),14 (16),25 (32),12 (56)
859,4,wild boar,neg,fried rice,pos,False,fry,133.0,0 (3),14 (16),75 (34),25 (32),12 (56)
859,5,fried,neg,meat,neg,True,chicken,133.0,0 (3),75 (34),14 (16),25 (32),1837 (42)
